ride_id,city,hour,day_of_week,weather,special_event,distance_km,base_fare,surge_multiplier,final_fare,ride_completed,wait_time_mins,customer_segment
IND_1386,Bangalore,3,3,Clear,Diwali,21.5,15.55,1.8,27.99,True,9,Regular
IND_1387,Pune,6,1,Dusty,Regular,3.4,11.12,1.0,11.12,True,7,Budget
IND_1388,Chennai,17,3,Light_Rain,Holi,2.5,17.93,2.16,38.73,False,17,Budget
IND_1389,Mumbai,5,1,Humid,Regular,16.1,44.22,1.1,48.64,True,7,Budget
IND_1390,Hyderabad,14,5,Light_Rain,Holi,23.1,12.75,2.16,27.54,True,12,Regular
IND_1391,Pune,14,2,Light_Rain,Diwali,21.5,16.76,2.3760000000000003,39.82,True,16,Budget
IND_1392,Pune,0,5,Heavy_Rain,Holi,22.3,18.34,3.5,64.19,True,20,Regular
IND_1393,Pune,14,5,Light_Rain,Eid,5.3,10.47,2.3760000000000003,24.88,False,14,Budget
IND_1394,Chennai,7,6,Heavy_Rain,Holi,10.7,22.92,2.7,61.88,True,21,Regular
IND_1395,Delhi,14,6,Clear,Regular,15.1,20.27,1.0,20.27,True,11,Premium
IND_1396,Chennai,11,2,Heavy_Rain,Eid,23.0,12.42,2.7,33.53,False,24,Regular
IND_1397,Hyderabad,1,4,Heavy_Rain,Diwali,19.5,9.53,3.5,33.35,False,26,Budget
IND_1398,Chennai,14,2,Heavy_Rain,Holi,21.7,12.73,2.7,34.37,True,19,Regular
IND_1399,Hyderabad,2,5,Clear,Regular,17.1,21.33,1.0,21.33,True,9,Budget
IND_1400,Bangalore,7,1,Light_Rain,Regular,18.4,11.35,1.2,13.62,True,12,Regular
IND_1401,Ahmedabad,17,7,Heavy_Rain,Regular,6.1,13.94,1.5,20.91,True,12,Premium
IND_1402,Mumbai,16,5,Clear,Regular,5.1,16.45,1.0,16.45,True,7,Regular
IND_1403,Kolkata,18,7,Heavy_Rain,Regular,7.7,9.63,1.7999999999999998,17.33,True,16,Regular
IND_1404,Mumbai,2,4,Light_Rain,Diwali,8.6,30.87,2.3760000000000003,73.35,True,14,Regular
IND_1405,Pune,16,4,Dusty,Regular,10.1,20.5,1.1,22.55,True,10,Budget
IND_1406,Ahmedabad,4,7,Clear,Holi,3.7,19.93,1.8,35.87,False,15,Budget
IND_1407,Mumbai,10,4,Light_Rain,Regular,2.4,28.07,1.7999999999999998,50.53,True,12,Regular
IND_1408,Bangalore,20,7,Heavy_Rain,Regular,7.6,10.33,1.7999999999999998,18.59,True,17,Budget
IND_1409,Kolkata,6,4,Light_Rain,Regular,24.1,10.68,1.2,12.82,True,13,Budget
IND_1410,Mumbai,11,4,Hot,Regular,22.1,17.34,1.0,17.34,True,9,Budget
IND_1411,Ahmedabad,2,3,Heavy_Rain,Holi,9.1,13.59,2.7,36.69,True,18,Regular
IND_1412,Chennai,1,1,Humid,Holi,16.5,14.31,3.5,50.09,True,21,Budget
IND_1413,Chennai,11,1,Humid,Regular,4.8,15.45,1.1,17.0,True,10,Regular
IND_1414,Delhi,4,7,Hot,Eid,17.2,22.12,1.8,39.82,True,14,Budget
IND_1415,Chennai,12,2,Clear,Diwali,9.0,24.21,1.8,43.58,True,10,Regular
IND_1416,Bangalore,13,5,Humid,Eid,24.8,14.21,1.8,25.58,True,8,Regular
IND_1417,Delhi,7,4,Light_Rain,Regular,13.4,13.84,1.32,18.27,True,9,Regular
IND_1418,Kolkata,15,3,Humid,Regular,14.6,20.52,1.0,20.52,True,8,Budget
IND_1419,Chennai,19,7,Light_Rain,Holi,20.7,15.38,3.2399999999999998,49.83,False,20,Budget
IND_1420,Pune,1,5,Heavy_Rain,Regular,21.9,11.02,2.25,24.79,True,22,Budget
IND_1421,Ahmedabad,4,1,Dusty,Regular,13.6,12.36,1.1,13.6,True,8,Budget
IND_1422,Bangalore,19,4,Dusty,Diwali,19.8,28.52,2.16,61.6,True,18,Budget
IND_1423,Mumbai,10,3,Clear,Eid,7.4,41.37,2.16,89.36,True,13,Budget
IND_1424,Hyderabad,9,2,Humid,Regular,5.8,10.71,1.2,12.85,True,15,Budget
IND_1425,Delhi,23,1,Light_Rain,Regular,11.9,32.62,3.0,97.86,False,21,Budget
IND_1426,Bangalore,9,7,Heavy_Rain,Regular,17.8,26.54,1.7999999999999998,47.77,True,16,Budget
IND_1427,Delhi,1,5,Clear,Diwali,16.1,30.89,2.7,83.4,True,19,Regular
IND_1428,Ahmedabad,3,3,Humid,Eid,16.2,13.84,1.8,24.91,True,12,Premium
IND_1429,Delhi,15,5,Light_Rain,Regular,8.5,21.05,1.2,25.26,True,11,Regular
IND_1430,Kolkata,16,3,Heavy_Rain,Regular,18.2,13.02,1.5,19.53,True,19,Regular
IND_1431,Hyderabad,7,4,Light_Rain,Regular,5.6,9.35,1.2,11.22,True,14,Budget
IND_1432,Delhi,9,7,Heavy_Rain,Regular,9.4,17.5,1.7999999999999998,31.5,True,16,Regular
IND_1433,Chennai,22,2,Hot,Regular,2.8,10.66,1.5,15.99,True,7,Regular
IND_1434,Chennai,12,2,Hot,Regular,17.1,14.76,1.3,19.19,True,13,Regular
IND_1435,Pune,21,3,Humid,Regular,18.1,9.14,1.2,10.97,True,9,Budget
IND_1436,Kolkata,4,1,Light_Rain,Holi,13.8,14.43,2.16,31.17,True,15,Budget
IND_1437,Kolkata,22,3,Humid,Eid,9.8,8.57,3.5,30.0,False,16,Regular
IND_1438,Chennai,16,4,Humid,Regular,16.1,18.41,1.1,20.25,True,11,Budget
IND_1439,Chennai,17,7,Hot,Diwali,8.5,8.3,1.8,14.94,True,15,Premium
IND_1440,Hyderabad,10,7,Humid,Holi,12.3,13.1,2.7,35.37,True,18,Regular
IND_1441,Chennai,12,3,Clear,Regular,7.3,11.77,1.1,12.95,True,5,Budget
IND_1442,Delhi,8,5,Humid,Regular,2.4,31.98,1.5,47.97,True,14,Budget
IND_1443,Mumbai,15,5,Light_Rain,Regular,17.2,23.63,1.2,28.36,True,13,Budget
IND_1444,Kolkata,5,5,Dusty,Holi,2.3,13.44,1.8,24.19,False,16,Budget
IND_1445,Chennai,5,6,Heavy_Rain,Regular,7.9,10.75,1.6500000000000001,17.74,True,14,Budget
IND_1446,Chennai,17,6,Humid,Regular,3.6,24.71,1.0,24.71,True,5,Budget
IND_1447,Chennai,5,1,Hot,Eid,4.8,21.02,1.9800000000000002,41.62,True,13,Regular
IND_1448,Delhi,11,7,Clear,Eid,6.1,30.55,1.8,54.99,True,15,Regular
IND_1449,Delhi,2,2,Light_Rain,Eid,5.7,30.75,2.16,66.42,True,17,Regular
IND_1450,Mumbai,10,7,Hot,Regular,19.4,18.11,1.5,27.16,True,10,Budget
IND_1451,Ahmedabad,18,6,Dusty,Diwali,24.5,16.68,3.5,58.38,True,23,Regular
IND_1452,Ahmedabad,12,3,Dusty,Eid,6.6,7.55,1.9800000000000002,14.95,True,13,Budget
IND_1453,Kolkata,20,3,Hot,Regular,21.3,21.54,1.5,32.31,False,16,Regular
IND_1454,Delhi,18,2,Hot,Regular,14.7,24.69,1.5,37.04,False,15,Regular
IND_1455,Kolkata,7,3,Humid,Regular,11.8,7.58,1.0,7.58,True,7,Premium
IND_1456,Chennai,12,2,Heavy_Rain,Eid,21.5,24.68,2.7,66.64,False,19,Budget
IND_1457,Chennai,10,2,Dusty,Diwali,22.0,23.83,2.7,64.34,True,13,Budget
IND_1458,Kolkata,10,1,Light_Rain,Regular,6.9,19.01,1.2,22.81,True,8,Regular
IND_1459,Delhi,22,5,Humid,Regular,17.9,18.84,2.5,47.1,True,12,Budget
IND_1460,Chennai,13,1,Dusty,Eid,8.2,8.88,1.8,15.98,True,16,Budget
IND_1461,Mumbai,15,7,Heavy_Rain,Regular,14.5,22.93,1.5,34.39,False,13,Regular
IND_1462,Delhi,20,7,Clear,Regular,7.0,28.29,1.2,33.95,True,14,Regular
IND_1463,Hyderabad,13,1,Dusty,Regular,22.1,17.8,1.0,17.8,True,7,Budget
IND_1464,Pune,6,7,Humid,Eid,9.9,16.69,1.9800000000000002,33.05,True,11,Budget
IND_1465,Delhi,22,4,Heavy_Rain,Regular,15.9,12.03,2.25,27.07,False,17,Budget
IND_1466,Bangalore,20,5,Clear,Regular,7.7,24.22,1.2,29.06,True,14,Regular
IND_1467,Pune,4,2,Heavy_Rain,Diwali,15.2,21.39,2.7,57.75,False,17,Budget
IND_1468,Bangalore,4,6,Dusty,Regular,4.8,17.38,1.1,19.12,True,10,Budget
IND_1469,Hyderabad,20,2,Light_Rain,Regular,10.1,22.79,2.4,54.7,False,17,Budget
IND_1470,Mumbai,13,4,Light_Rain,Diwali,20.0,40.01,2.3760000000000003,95.06,False,12,Budget
IND_1471,Chennai,8,2,Hot,Regular,2.3,21.36,1.5,32.04,False,13,Budget
IND_1472,Hyderabad,14,2,Dusty,Regular,8.3,16.11,1.1,17.72,True,9,Budget
IND_1473,Bangalore,0,7,Light_Rain,Regular,13.2,14.38,3.0,43.14,False,20,Budget
IND_1474,Chennai,22,1,Heavy_Rain,Regular,17.1,21.59,3.5,75.56,True,21,Premium
IND_1475,Chennai,8,7,Light_Rain,Regular,24.0,23.83,1.7999999999999998,42.89,True,18,Premium
IND_1476,Mumbai,4,1,Heavy_Rain,Regular,17.9,31.62,1.5,47.43,False,14,Budget
IND_1477,Chennai,23,7,Hot,Eid,18.0,12.62,2.7,34.07,True,17,Premium
IND_1478,Kolkata,3,4,Hot,Regular,6.5,10.67,1.0,10.67,True,8,Regular
IND_1479,Kolkata,15,2,Hot,Regular,2.4,8.14,1.3,10.58,True,13,Budget
IND_1480,Pune,17,6,Clear,Diwali,17.7,27.54,1.9800000000000002,54.53,True,11,Budget
IND_1481,Mumbai,8,1,Humid,Regular,4.8,23.41,1.5,35.12,True,16,Budget
IND_1482,Hyderabad,19,1,Clear,Regular,7.8,18.17,2.0,36.34,True,17,Budget
IND_1483,Bangalore,21,7,Dusty,Regular,2.1,26.84,1.2,32.21,True,13,Budget
IND_1484,Hyderabad,18,3,Clear,Regular,18.0,23.89,1.5,35.84,True,10,Regular
IND_1485,Mumbai,21,3,Light_Rain,Holi,20.9,22.03,2.592,57.1,False,13,Budget
IND_1486,Ahmedabad,1,6,Hot,Holi,16.2,7.41,3.5,25.94,True,17,Regular
IND_1487,Chennai,21,4,Light_Rain,Regular,3.5,23.32,1.7999999999999998,41.98,False,10,Budget
IND_1488,Pune,3,1,Light_Rain,Holi,3.7,16.89,2.3760000000000003,40.13,True,17,Budget
IND_1489,Kolkata,14,2,Humid,Regular,17.2,10.23,1.1,11.25,True,10,Regular
IND_1490,Chennai,10,3,Humid,Holi,23.3,21.57,1.8,38.83,True,11,Regular
IND_1491,Ahmedabad,2,7,Humid,Diwali,20.3,8.65,1.8,15.57,True,14,Premium
IND_1492,Ahmedabad,12,6,Humid,Regular,19.0,8.76,1.0,8.76,True,7,Budget
IND_1493,Mumbai,16,7,Humid,Regular,22.3,22.24,1.0,22.24,True,9,Budget
IND_1494,Kolkata,17,2,Light_Rain,Diwali,11.8,19.75,2.16,42.66,False,16,Regular
IND_1495,Delhi,16,2,Humid,Regular,3.6,28.58,1.0,28.58,True,8,Budget
IND_1496,Chennai,10,1,Clear,Regular,2.3,8.46,1.5,12.69,True,14,Regular
IND_1497,Delhi,10,2,Dusty,Regular,16.7,13.86,1.5,20.79,True,15,Budget
IND_1498,Kolkata,1,7,Dusty,Regular,24.3,7.39,1.5,11.08,True,10,Regular
IND_1499,Chennai,9,3,Light_Rain,Diwali,14.6,10.52,3.2399999999999998,34.08,True,20,Budget
IND_1500,Delhi,4,2,Heavy_Rain,Regular,16.3,12.98,1.6500000000000001,21.42,False,17,Budget
